date,node_id,day_of_simulation,time_of_day_min,pH,temperature_C,TDS_mgl,DO_mgl,label
2024-01-04,NODE_03,4,990,8.0,24.03,177,2.74,1
2024-01-04,NODE_03,4,1000,8.02,23.43,109,2.47,1
2024-01-04,NODE_03,4,1010,7.98,24.27,139,5.9,0
2024-01-04,NODE_03,4,1020,7.65,24.23,177,2.54,1
2024-01-04,NODE_03,4,1030,7.07,24.88,173,6.36,0
2024-01-04,NODE_03,4,1040,7.83,25.13,175,5.37,0
2024-01-04,NODE_03,4,1050,7.87,23.95,175,2.21,1
2024-01-04,NODE_03,4,1060,7.98,23.82,131,2.74,1
2024-01-04,NODE_03,4,1070,7.57,22.76,180,1.87,1
2024-01-04,NODE_03,4,1080,8.01,23.71,187,2.32,1
2024-01-04,NODE_03,4,1090,7.77,23.09,187,2.06,1
2024-01-04,NODE_03,4,1100,7.81,27.13,168,5.02,0
2024-01-04,NODE_03,4,1110,7.57,22.98,132,2.34,1
2024-01-04,NODE_03,4,1120,7.34,24.05,177,2.47,1
2024-01-04,NODE_03,4,1130,7.95,22.49,187,2.35,1
2024-01-04,NODE_03,4,1140,7.92,25.01,169,1.88,1
2024-01-04,NODE_03,4,1150,8.04,24.2,182,2.49,1
2024-01-04,NODE_03,4,1160,7.98,24.76,131,2.49,1
2024-01-04,NODE_03,4,1170,7.85,22.19,167,1.78,1
2024-01-04,NODE_03,4,1180,7.74,24.5,167,6.57,0
2024-01-04,NODE_03,4,1190,8.05,22.52,169,2.45,1
2024-01-04,NODE_03,4,1200,7.79,23.68,173,2.11,1
2024-01-04,NODE_03,4,1210,8.13,23.69,183,1.97,1
2024-01-04,NODE_03,4,1220,7.99,26.15,187,2.03,1
2024-01-04,NODE_03,4,1230,8.12,24.24,142,1.77,1
2024-01-04,NODE_03,4,1240,7.86,25.71,181,2.04,1
2024-01-04,NODE_03,4,1250,8.03,25.37,176,2.5,1
2024-01-04,NODE_03,4,1260,8.19,22.76,175,2.1,1
2024-01-04,NODE_03,4,1270,8.02,26.58,179,5.96,0
2024-01-04,NODE_03,4,1280,8.06,23.85,174,5.45,0
2024-01-04,NODE_03,4,1290,8.1,25.42,141,2.38,1
2024-01-04,NODE_03,4,1300,7.97,24.26,174,1.46,1
2024-01-04,NODE_03,4,1310,7.63,22.42,177,1.63,1
2024-01-04,NODE_03,4,1320,7.97,24.13,133,2.63,1
2024-01-04,NODE_03,4,1330,7.45,24.76,133,6.47,0
2024-01-04,NODE_03,4,1340,7.92,26.11,189,6.34,0
2024-01-04,NODE_03,4,1350,8.09,22.87,182,2.49,1
2024-01-04,NODE_03,4,1360,7.8,24.72,175,2.04,1
2024-01-04,NODE_03,4,1370,7.74,24.0,180,2.27,1
2024-01-04,NODE_03,4,1380,8.16,26.67,178,6.16,0
2024-01-04,NODE_03,4,1390,7.9,24.4,185,6.04,0
2024-01-04,NODE_03,4,1400,7.65,23.23,180,1.95,1
2024-01-04,NODE_03,4,1410,7.98,23.92,125,5.39,0
2024-01-04,NODE_03,4,1420,7.33,22.21,183,6.83,0
2024-01-04,NODE_03,4,1430,7.84,24.01,172,2.47,1
2024-01-05,NODE_03,5,0,8.55,22.69,173,1.34,1
2024-01-05,NODE_03,5,10,8.02,24.7,190,1.46,1
2024-01-05,NODE_03,5,20,7.77,24.65,174,7.12,0
2024-01-05,NODE_03,5,30,8.13,25.58,179,2.68,1
2024-01-05,NODE_03,5,40,7.36,22.44,122,5.47,0
2024-01-05,NODE_03,5,50,7.63,24.83,141,2.49,1
2024-01-05,NODE_03,5,60,7.84,22.36,141,7.4,0
2024-01-05,NODE_03,5,70,8.1,23.26,183,1.68,1
2024-01-05,NODE_03,5,80,7.81,25.43,179,5.2,0
2024-01-05,NODE_03,5,90,7.55,24.07,167,6.04,0
2024-01-05,NODE_03,5,100,8.0,24.19,131,1.88,1
2024-01-05,NODE_03,5,110,7.4,24.26,148,6.31,0
2024-01-05,NODE_03,5,120,7.62,26.28,172,2.01,1
2024-01-05,NODE_03,5,130,7.41,22.16,178,2.4,1
2024-01-05,NODE_03,5,140,8.07,27.5,178,4.97,0
2024-01-05,NODE_03,5,150,7.96,24.31,140,1.99,1
2024-01-05,NODE_03,5,160,7.15,21.08,130,2.6,1
2024-01-05,NODE_03,5,170,8.06,24.16,190,4.33,0
2024-01-05,NODE_03,5,180,8.02,25.17,127,1.53,1
2024-01-05,NODE_03,5,190,7.98,24.91,169,4.43,0
2024-01-05,NODE_03,5,200,7.92,24.72,173,5.47,0
2024-01-05,NODE_03,5,210,8.08,24.38,126,2.39,1
2024-01-05,NODE_03,5,220,7.71,24.9,177,2.07,1
2024-01-05,NODE_03,5,230,7.53,23.84,124,6.51,0
2024-01-05,NODE_03,5,240,7.33,24.84,148,6.47,0
2024-01-05,NODE_03,5,250,8.07,24.34,187,2.13,1
2024-01-05,NODE_03,5,260,7.53,22.99,178,2.39,1
2024-01-05,NODE_03,5,270,7.66,24.25,144,3.15,1
2024-01-05,NODE_03,5,280,8.14,20.86,177,2.19,1
2024-01-05,NODE_03,5,290,7.84,23.62,152,2.28,1
2024-01-05,NODE_03,5,300,8.01,20.51,175,2.45,1
2024-01-05,NODE_03,5,310,7.73,24.06,178,5.66,0
2024-01-05,NODE_03,5,320,8.15,24.17,190,2.41,1
2024-01-05,NODE_03,5,330,7.63,27.11,178,6.18,0
2024-01-05,NODE_03,5,340,7.98,22.48,183,6.64,0
2024-01-05,NODE_03,5,350,7.79,24.91,177,5.54,0
2024-01-05,NODE_03,5,360,8.12,23.94,131,2.43,1
2024-01-05,NODE_03,5,370,7.91,22.75,177,1.75,1
2024-01-05,NODE_03,5,380,7.94,25.08,177,2.43,1
2024-01-05,NODE_03,5,390,7.9,24.87,118,2.59,1
2024-01-05,NODE_03,5,400,7.28,23.94,144,5.29,0
2024-01-05,NODE_03,5,410,8.08,23.43,188,5.06,0
2024-01-05,NODE_03,5,420,7.85,24.66,170,2.22,1
2024-01-05,NODE_03,5,430,8.2,23.79,186,2.71,1
2024-01-05,NODE_03,5,440,7.87,22.37,187,2.2,1
2024-01-05,NODE_03,5,450,7.5,24.14,132,6.39,0
2024-01-05,NODE_03,5,460,7.87,25.29,181,2.5,1
2024-01-05,NODE_03,5,470,8.07,24.35,176,1.79,1
2024-01-05,NODE_03,5,480,7.97,26.89,179,1.41,1
2024-01-05,NODE_03,5,490,8.0,22.26,188,1.12,1
2024-01-05,NODE_03,5,500,7.81,22.49,144,2.54,1
2024-01-05,NODE_03,5,510,8.15,26.7,140,2.33,1
2024-01-05,NODE_03,5,520,7.82,27.5,190,5.39,0
2024-01-05,NODE_03,5,530,7.8,24.08,178,2.14,1
2024-01-05,NODE_03,5,540,8.02,22.17,181,2.32,1
2024-01-05,NODE_03,5,550,7.93,22.13,178,2.45,1
2024-01-05,NODE_03,5,560,7.81,24.24,186,6.39,0
2024-01-05,NODE_03,5,570,8.28,25.24,174,2.37,1
2024-01-05,NODE_03,5,580,8.1,24.28,179,1.73,1
2024-01-05,NODE_03,5,590,7.95,24.18,174,6.65,0
2024-01-05,NODE_03,5,600,7.84,23.86,179,2.49,1
2024-01-05,NODE_03,5,610,7.98,22.76,145,2.6,1
2024-01-05,NODE_03,5,620,7.02,25.51,140,2.5,1
2024-01-05,NODE_03,5,630,8.07,22.53,178,1.7,1
2024-01-05,NODE_03,5,640,7.89,25.23,179,1.53,1
2024-01-05,NODE_03,5,650,7.68,26.36,190,2.05,1
2024-01-05,NODE_03,5,660,7.95,24.19,181,2.36,1
2024-01-05,NODE_03,5,670,7.92,25.08,175,5.75,0
2024-01-05,NODE_03,5,680,7.4,22.64,135,1.8,1
2024-01-05,NODE_03,5,690,7.69,25.5,186,5.76,0
2024-01-05,NODE_03,5,700,7.8,25.32,185,1.62,1
2024-01-05,NODE_03,5,710,8.22,21.92,178,2.42,1
2024-01-05,NODE_03,5,720,7.72,23.62,177,1.89,1
2024-01-05,NODE_03,5,730,7.84,23.47,113,3.45,1
2024-01-05,NODE_03,5,740,7.91,24.25,176,6.74,0
2024-01-05,NODE_03,5,750,7.83,25.93,125,2.44,1
2024-01-05,NODE_03,5,760,7.86,25.55,182,4.89,0
2024-01-05,NODE_03,5,770,7.96,24.47,189,1.89,1
2024-01-05,NODE_03,5,780,7.89,26.05,167,4.73,0
2024-01-05,NODE_03,5,790,8.13,27.5,178,2.51,1
2024-01-05,NODE_03,5,800,8.14,25.34,176,5.68,0
2024-01-05,NODE_03,5,810,7.49,26.27,135,2.42,1
2024-01-05,NODE_03,5,820,8.09,24.38,172,2.63,1
2024-01-05,NODE_03,5,830,8.42,25.59,130,2.19,1
2024-01-05,NODE_03,5,840,8.1,22.41,182,1.67,1
2024-01-05,NODE_03,5,850,8.36,23.15,183,2.53,1
2024-01-05,NODE_03,5,860,8.09,23.32,129,2.53,1
2024-01-05,NODE_03,5,870,7.83,22.61,179,5.49,0
2024-01-05,NODE_03,5,880,7.89,23.61,165,5.32,0
2024-01-05,NODE_03,5,890,8.15,22.81,176,2.85,1
2024-01-05,NODE_03,5,900,7.77,26.16,180,5.79,0
2024-01-05,NODE_03,5,910,7.74,24.3,181,1.93,1
2024-01-05,NODE_03,5,920,7.91,23.17,168,2.69,1
2024-01-05,NODE_03,5,930,7.82,25.46,180,2.33,1
2024-01-05,NODE_03,5,940,8.25,23.67,162,2.18,1
2024-01-05,NODE_03,5,950,7.83,22.69,111,5.73,0
2024-01-05,NODE_03,5,960,8.17,24.24,138,1.86,1
2024-01-05,NODE_03,5,970,8.21,24.05,182,2.67,1
2024-01-05,NODE_03,5,980,7.98,24.0,134,1.91,1
2024-01-05,NODE_03,5,990,7.82,22.51,125,6.12,0
2024-01-05,NODE_03,5,1000,7.92,24.52,180,4.91,0
2024-01-05,NODE_03,5,1010,8.13,24.44,177,2.58,1
2024-01-05,NODE_03,5,1020,7.99,21.9,112,2.41,1
2024-01-05,NODE_03,5,1030,7.67,24.68,134,6.3,0
2024-01-05,NODE_03,5,1040,8.07,23.87,187,2.27,1
2024-01-05,NODE_03,5,1050,7.94,23.34,179,2.6,1
2024-01-05,NODE_03,5,1060,7.57,23.75,138,3.31,1
2024-01-05,NODE_03,5,1070,7.86,25.05,176,1.97,1
2024-01-05,NODE_03,5,1080,8.07,22.58,175,1.69,1
2024-01-05,NODE_03,5,1090,7.32,25.69,176,7.12,0
2024-01-05,NODE_03,5,1100,8.02,24.39,181,2.47,1
2024-01-05,NODE_03,5,1110,8.05,24.9,190,2.1,1
2024-01-05,NODE_03,5,1120,7.69,24.33,180,2.35,1
2024-01-05,NODE_03,5,1130,7.49,24.22,143,2.0,1
2024-01-05,NODE_03,5,1140,7.91,25.0,178,6.35,0
2024-01-05,NODE_03,5,1150,7.73,23.28,133,5.89,0
2024-01-05,NODE_03,5,1160,8.0,23.84,184,1.93,1
2024-01-05,NODE_03,5,1170,8.1,23.17,182,2.12,1
2024-01-05,NODE_03,5,1180,8.14,25.61,185,2.09,1
2024-01-05,NODE_03,5,1190,7.82,23.53,175,1.91,1
2024-01-05,NODE_03,5,1200,8.02,23.62,190,1.44,1
2024-01-05,NODE_03,5,1210,7.84,24.61,186,1.59,1
2024-01-05,NODE_03,5,1220,7.83,24.04,126,2.44,1
2024-01-05,NODE_03,5,1230,7.98,23.16,173,2.35,1
2024-01-05,NODE_03,5,1240,8.16,23.75,182,2.09,1
2024-01-05,NODE_03,5,1250,7.79,23.63,190,5.88,0
2024-01-05,NODE_03,5,1260,7.8,22.27,184,1.24,1
2024-01-05,NODE_03,5,1270,7.47,23.0,184,2.64,1
2024-01-05,NODE_03,5,1280,7.47,25.55,178,1.68,1
2024-01-05,NODE_03,5,1290,8.26,22.93,176,2.41,1
2024-01-05,NODE_03,5,1300,7.38,23.92,141,6.42,0
2024-01-05,NODE_03,5,1310,8.0,25.5,183,4.8,0
2024-01-05,NODE_03,5,1320,7.94,22.54,138,2.51,1
2024-01-05,NODE_03,5,1330,8.3,21.97,172,2.62,1
2024-01-05,NODE_03,5,1340,7.64,24.82,177,6.43,0
2024-01-05,NODE_03,5,1350,7.26,26.66,144,1.98,1
2024-01-05,NODE_03,5,1360,7.84,25.2,177,4.14,0
2024-01-05,NODE_03,5,1370,7.71,23.58,170,2.61,1
2024-01-05,NODE_03,5,1380,7.92,24.37,182,2.04,1
2024-01-05,NODE_03,5,1390,7.68,22.58,181,2.46,1
2024-01-05,NODE_03,5,1400,8.07,24.07,178,2.53,1
2024-01-05,NODE_03,5,1410,8.0,23.15,178,2.45,1
2024-01-05,NODE_03,5,1420,8.09,24.05,141,2.42,1
2024-01-05,NODE_03,5,1430,7.68,23.46,185,5.54,0
2024-01-06,NODE_03,6,0,7.94,24.37,182,2.14,1
2024-01-06,NODE_03,6,10,7.97,25.14,184,5.68,0
2024-01-06,NODE_03,6,20,7.95,21.99,184,2.55,1
2024-01-06,NODE_03,6,30,8.32,23.88,123,2.4,1
2024-01-06,NODE_03,6,40,7.12,23.38,125,6.0,0
2024-01-06,NODE_03,6,50,8.14,22.83,172,1.81,1
2024-01-06,NODE_03,6,60,8.01,24.84,173,2.16,1
2024-01-06,NODE_03,6,70,7.89,25.51,168,6.08,0
2024-01-06,NODE_03,6,80,7.63,21.95,172,2.03,1
2024-01-06,NODE_03,6,90,7.36,20.63,189,3.09,1
2024-01-06,NODE_03,6,100,7.3,24.33,121,5.34,0
2024-01-06,NODE_03,6,110,7.75,24.05,179,2.12,1
2024-01-06,NODE_03,6,120,7.89,23.95,190,1.77,1
2024-01-06,NODE_03,6,130,8.1,25.25,147,1.83,1
2024-01-06,NODE_03,6,140,7.3,22.8,180,2.57,1
2024-01-06,NODE_03,6,150,7.95,25.61,127,2.71,1
2024-01-06,NODE_03,6,160,7.7,24.57,171,2.78,1
2024-01-06,NODE_03,6,170,7.92,22.96,167,1.98,1
2024-01-06,NODE_03,6,180,8.21,25.54,182,2.18,1
2024-01-06,NODE_03,6,190,7.77,23.22,183,1.88,1
2024-01-06,NODE_03,6,200,7.22,24.51,185,2.56,1
2024-01-06,NODE_03,6,210,7.83,24.5,177,5.85,0
2024-01-06,NODE_03,6,220,8.21,23.18,176,1.88,1
2024-01-06,NODE_03,6,230,7.89,24.58,190,2.17,1
2024-01-06,NODE_03,6,240,7.86,24.97,184,2.02,1
2024-01-06,NODE_03,6,250,7.49,22.9,183,2.34,1
2024-01-06,NODE_03,6,260,8.14,24.99,175,2.65,1
2024-01-06,NODE_03,6,270,7.71,22.19,175,2.25,1
2024-01-06,NODE_03,6,280,7.65,25.43,122,4.85,0
2024-01-06,NODE_03,6,290,8.03,24.25,173,2.77,1
2024-01-06,NODE_03,6,300,8.18,23.02,178,1.87,1
2024-01-06,NODE_03,6,310,8.0,25.42,178,1.54,1
2024-01-06,NODE_03,6,320,8.04,22.85,155,3.12,1
2024-01-06,NODE_03,6,330,7.72,22.88,184,2.43,1
2024-01-06,NODE_03,6,340,7.43,25.65,134,2.35,1
2024-01-06,NODE_03,6,350,8.11,24.09,172,1.69,1
2024-01-06,NODE_03,6,360,7.88,22.95,183,2.27,1
2024-01-06,NODE_03,6,370,7.93,22.94,183,2.43,1
2024-01-06,NODE_03,6,380,7.83,24.83,182,1.79,1
2024-01-06,NODE_03,6,390,8.13,21.77,187,1.87,1
2024-01-06,NODE_03,6,400,7.93,25.38,185,2.02,1
2024-01-06,NODE_03,6,410,7.91,25.33,179,5.88,0
2024-01-06,NODE_03,6,420,7.6,25.24,181,1.43,1
2024-01-06,NODE_03,6,430,8.09,22.98,136,1.83,1
2024-01-06,NODE_03,6,440,7.56,23.75,176,2.57,1
2024-01-06,NODE_03,6,450,7.75,25.85,177,6.24,0
2024-01-06,NODE_03,6,460,8.1,24.53,180,2.1,1
2024-01-06,NODE_03,6,470,7.88,23.64,185,6.32,0
2024-01-06,NODE_03,6,480,8.05,24.06,173,2.03,1
2024-01-06,NODE_03,6,490,7.8,24.63,180,5.42,0
2024-01-06,NODE_03,6,500,7.88,24.21,172,5.56,0
2024-01-06,NODE_03,6,510,8.02,25.53,131,2.66,1
2024-01-06,NODE_03,6,520,8.08,24.92,185,1.33,1
2024-01-06,NODE_03,6,530,8.02,25.91,165,5.29,0
2024-01-06,NODE_03,6,540,7.98,22.47,135,2.26,1
2024-01-06,NODE_03,6,550,7.45,21.83,179,2.33,1
2024-01-06,NODE_03,6,560,7.96,23.04,125,2.51,1
2024-01-06,NODE_03,6,570,7.79,24.72,177,4.23,0
2024-01-06,NODE_03,6,580,7.89,25.5,184,2.61,1
2024-01-06,NODE_03,6,590,7.34,20.8,124,6.21,0
2024-01-06,NODE_03,6,600,8.05,24.78,171,4.94,0
2024-01-06,NODE_03,6,610,8.13,24.0,121,2.27,1
2024-01-06,NODE_03,6,620,8.26,24.98,125,2.18,1
2024-01-06,NODE_03,6,630,7.27,24.02,126,6.65,0
2024-01-06,NODE_03,6,640,7.71,23.97,184,1.75,1
2024-01-06,NODE_03,6,650,7.42,22.54,177,1.98,1
2024-01-06,NODE_03,6,660,7.85,21.94,173,2.29,1
2024-01-06,NODE_03,6,670,7.82,25.71,171,5.53,0
2024-01-06,NODE_03,6,680,7.73,25.51,183,6.37,0
2024-01-06,NODE_03,6,690,8.0,23.71,121,2.23,1
2024-01-06,NODE_03,6,700,7.39,24.99,178,6.37,0
2024-01-06,NODE_03,6,710,7.98,23.23,178,2.33,1
2024-01-06,NODE_03,6,720,8.14,23.29,179,2.42,1
2024-01-06,NODE_03,6,730,7.82,25.0,186,2.25,1
2024-01-06,NODE_03,6,740,7.38,25.49,125,6.3,0
2024-01-06,NODE_03,6,750,7.66,23.96,183,2.74,1
2024-01-06,NODE_03,6,760,7.95,24.49,171,5.4,0
2024-01-06,NODE_03,6,770,7.9,24.29,181,2.23,1
2024-01-06,NODE_03,6,780,7.94,25.44,171,2.05,1
2024-01-06,NODE_03,6,790,7.94,24.43,183,5.91,0
2024-01-06,NODE_03,6,800,7.56,23.93,170,5.98,0
2024-01-06,NODE_03,6,810,7.97,24.7,177,2.06,1
2024-01-06,NODE_03,6,820,8.02,21.82,175,1.93,1
2024-01-06,NODE_03,6,830,7.8,22.8,179,2.18,1
2024-01-06,NODE_03,6,840,8.27,24.7,182,1.38,1
2024-01-06,NODE_03,6,850,7.91,23.24,178,1.72,1
2024-01-06,NODE_03,6,860,7.89,23.45,183,2.42,1
2024-01-06,NODE_03,6,870,7.76,22.78,180,2.4,1
2024-01-06,NODE_03,6,880,7.69,24.4,171,6.42,0
2024-01-06,NODE_03,6,890,7.45,24.05,183,1.98,1
2024-01-06,NODE_03,6,900,8.04,23.47,180,2.27,1
2024-01-06,NODE_03,6,910,7.91,23.93,137,2.25,1
2024-01-06,NODE_03,6,920,7.49,24.14,146,2.93,1
2024-01-06,NODE_03,6,930,7.97,22.65,183,2.55,1
2024-01-06,NODE_03,6,940,8.01,26.24,184,5.43,0
2024-01-06,NODE_03,6,950,7.9,25.06,173,1.91,1
2024-01-06,NODE_03,6,960,7.87,21.32,168,2.47,1
2024-01-06,NODE_03,6,970,7.94,26.16,178,2.17,1
2024-01-06,NODE_03,6,980,8.1,23.34,181,2.15,1
2024-01-06,NODE_03,6,990,8.04,20.78,180,1.24,1
2024-01-06,NODE_03,6,1000,8.15,26.34,123,5.48,0
2024-01-06,NODE_03,6,1010,7.9,22.39,179,2.9,1
2024-01-06,NODE_03,6,1020,8.21,23.59,133,2.33,1
2024-01-06,NODE_03,6,1030,7.87,24.64,188,5.5,0
2024-01-06,NODE_03,6,1040,7.75,21.17,180,2.27,1
2024-01-06,NODE_03,6,1050,7.65,25.32,177,5.52,0
2024-01-06,NODE_03,6,1060,7.99,24.27,178,2.13,1
2024-01-06,NODE_03,6,1070,8.04,22.28,173,2.65,1
2024-01-06,NODE_03,6,1080,8.11,23.44,135,2.16,1
2024-01-06,NODE_03,6,1090,8.09,23.97,171,1.8,1
2024-01-06,NODE_03,6,1100,7.84,22.45,182,1.77,1
2024-01-06,NODE_03,6,1110,8.0,23.5,181,2.79,1
2024-01-06,NODE_03,6,1120,7.61,22.34,181,2.16,1
2024-01-06,NODE_03,6,1130,7.89,22.18,183,5.96,0
2024-01-06,NODE_03,6,1140,7.84,23.03,131,6.04,0
2024-01-06,NODE_03,6,1150,8.05,24.46,134,2.48,1
2024-01-06,NODE_03,6,1160,8.09,25.13,183,4.83,0
2024-01-06,NODE_03,6,1170,7.19,25.23,166,6.84,0
2024-01-06,NODE_03,6,1180,7.97,24.09,129,2.69,1
2024-01-06,NODE_03,6,1190,8.09,27.33,138,2.8,1
2024-01-06,NODE_03,6,1200,7.89,24.73,169,2.02,1
2024-01-06,NODE_03,6,1210,7.03,25.48,137,5.45,0
2024-01-06,NODE_03,6,1220,7.85,22.35,178,2.28,1
2024-01-06,NODE_03,6,1230,8.01,23.08,171,2.44,1
2024-01-06,NODE_03,6,1240,7.97,23.89,179,2.33,1
2024-01-06,NODE_03,6,1250,8.1,23.96,179,2.19,1
2024-01-06,NODE_03,6,1260,7.9,26.45,127,5.7,0
2024-01-06,NODE_03,6,1270,7.61,24.16,172,2.34,1
2024-01-06,NODE_03,6,1280,7.93,24.55,137,6.01,0
2024-01-06,NODE_03,6,1290,7.56,24.18,137,2.37,1
2024-01-06,NODE_03,6,1300,7.7,24.87,175,6.72,0
2024-01-06,NODE_03,6,1310,8.03,24.24,141,2.43,1
2024-01-06,NODE_03,6,1320,7.72,23.57,180,2.65,1
2024-01-06,NODE_03,6,1330,8.25,25.34,174,2.49,1
2024-01-06,NODE_03,6,1340,7.63,23.06,174,2.54,1
2024-01-06,NODE_03,6,1350,7.81,25.0,136,2.21,1
2024-01-06,NODE_03,6,1360,8.14,24.31,179,2.03,1
2024-01-06,NODE_03,6,1370,7.8,25.01,180,5.91,0
2024-01-06,NODE_03,6,1380,7.84,26.46,178,5.49,0
2024-01-06,NODE_03,6,1390,7.96,22.69,173,2.23,1
2024-01-06,NODE_03,6,1400,7.66,22.35,180,2.71,1
2024-01-06,NODE_03,6,1410,7.5,20.79,141,6.99,0
2024-01-06,NODE_03,6,1420,7.89,25.11,181,5.6,0
2024-01-06,NODE_03,6,1430,7.88,20.94,145,1.66,1
2024-01-07,NODE_03,7,0,8.04,22.84,134,2.81,1
2024-01-07,NODE_03,7,10,8.08,22.34,188,1.98,1
2024-01-07,NODE_03,7,20,8.0,24.86,144,2.59,1
2024-01-07,NODE_03,7,30,7.71,23.78,133,2.73,1
2024-01-07,NODE_03,7,40,7.64,24.84,174,5.91,0
2024-01-07,NODE_03,7,50,7.59,24.62,142,6.47,0
2024-01-07,NODE_03,7,60,8.02,24.05,178,5.49,0
2024-01-07,NODE_03,7,70,7.88,24.12,139,2.21,1
2024-01-07,NODE_03,7,80,7.48,23.86,190,6.23,0
2024-01-07,NODE_03,7,90,7.96,23.48,175,1.83,1
2024-01-07,NODE_03,7,100,8.17,25.45,186,2.09,1
2024-01-07,NODE_03,7,110,8.07,24.12,145,2.88,1
2024-01-07,NODE_03,7,120,7.85,24.07,182,2.59,1
2024-01-07,NODE_03,7,130,7.66,25.3,126,2.63,1
2024-01-07,NODE_03,7,140,8.05,24.18,137,2.74,1
2024-01-07,NODE_03,7,150,7.9,23.46,177,1.61,1
2024-01-07,NODE_03,7,160,7.92,25.76,179,2.02,1
2024-01-07,NODE_03,7,170,7.51,24.6,181,6.66,0
2024-01-07,NODE_03,7,180,7.74,23.67,182,2.56,1
2024-01-07,NODE_03,7,190,7.85,22.17,182,2.46,1
2024-01-07,NODE_03,7,200,7.95,22.4,129,2.66,1
2024-01-07,NODE_03,7,210,7.4,25.29,158,2.54,1
2024-01-07,NODE_03,7,220,7.44,24.24,132,6.18,0
2024-01-07,NODE_03,7,230,7.56,20.51,183,2.39,1
2024-01-07,NODE_03,7,240,7.88,26.04,178,1.58,1
2024-01-07,NODE_03,7,250,8.23,26.19,180,2.05,1
2024-01-07,NODE_03,7,260,8.48,26.57,111,2.88,1
2024-01-07,NODE_03,7,270,7.75,20.51,187,2.26,1
2024-01-07,NODE_03,7,280,8.07,24.77,170,5.08,0
2024-01-07,NODE_03,7,290,7.99,25.65,174,2.17,1
2024-01-07,NODE_03,7,300,7.85,25.11,181,1.9,1
2024-01-07,NODE_03,7,310,8.33,24.12,124,2.44,1
2024-01-07,NODE_03,7,320,8.16,24.1,137,6.75,0
2024-01-07,NODE_03,7,330,8.14,23.34,118,2.8,1
2024-01-07,NODE_03,7,340,7.82,25.6,150,6.69,0
2024-01-07,NODE_03,7,350,8.48,24.12,174,2.17,1
2024-01-07,NODE_03,7,360,8.43,24.24,183,1.83,1
2024-01-07,NODE_03,7,370,7.97,23.63,123,2.81,1
2024-01-07,NODE_03,7,380,8.1,22.93,110,3.22,1
2024-01-07,NODE_03,7,390,7.97,23.91,182,2.87,1
2024-01-07,NODE_03,7,400,7.96,25.23,177,1.87,1
2024-01-07,NODE_03,7,410,7.1,24.28,148,6.06,0
2024-01-07,NODE_03,7,420,8.12,21.91,182,2.57,1
2024-01-07,NODE_03,7,430,8.49,22.87,190,1.88,1
2024-01-07,NODE_03,7,440,7.76,20.89,182,2.63,1
2024-01-07,NODE_03,7,450,7.41,25.16,140,2.41,1
2024-01-07,NODE_03,7,460,7.66,24.14,170,2.23,1
2024-01-07,NODE_03,7,470,7.68,22.27,167,6.7,0
2024-01-07,NODE_03,7,480,8.0,21.63,177,2.73,1
2024-01-07,NODE_03,7,490,8.04,23.58,129,2.63,1
2024-01-07,NODE_03,7,500,7.79,25.09,173,4.6,0
2024-01-07,NODE_03,7,510,7.4,25.14,132,6.44,0
2024-01-07,NODE_03,7,520,7.86,22.4,180,1.5,1
2024-01-07,NODE_03,7,530,8.08,24.93,177,2.71,1
2024-01-07,NODE_03,7,540,7.76,23.94,179,2.32,1
2024-01-07,NODE_03,7,550,7.87,25.38,140,6.39,0
2024-01-07,NODE_03,7,560,7.89,22.81,122,2.38,1
2024-01-07,NODE_03,7,570,8.06,23.89,138,2.21,1
2024-01-07,NODE_03,7,580,7.49,24.02,135,6.06,0
2024-01-07,NODE_03,7,590,7.55,23.75,182,3.21,1
2024-01-07,NODE_03,7,600,8.13,24.27,180,2.43,1
2024-01-07,NODE_03,7,610,7.87,24.68,170,5.86,0
2024-01-07,NODE_03,7,620,7.53,24.07,158,5.71,0
2024-01-07,NODE_03,7,630,7.99,25.59,129,2.81,1
2024-01-07,NODE_03,7,640,8.04,24.67,176,2.49,1
2024-01-07,NODE_03,7,650,8.2,23.97,128,3.36,1
2024-01-07,NODE_03,7,660,7.84,24.61,188,2.31,1
2024-01-07,NODE_03,7,670,7.76,26.82,182,5.79,0
2024-01-07,NODE_03,7,680,8.09,26.38,175,5.48,0
2024-01-07,NODE_03,7,690,7.85,24.85,181,2.29,1
2024-01-07,NODE_03,7,700,8.11,22.63,177,2.36,1
2024-01-07,NODE_03,7,710,7.84,25.87,179,3.43,1
2024-01-07,NODE_03,7,720,7.38,22.98,146,6.55,0
2024-01-07,NODE_03,7,730,7.56,22.2,188,1.75,1
2024-01-07,NODE_03,7,740,8.0,23.73,117,1.82,1
2024-01-07,NODE_03,7,750,8.09,26.75,141,2.16,1
2024-01-07,NODE_03,7,760,7.91,23.43,177,2.54,1
2024-01-07,NODE_03,7,770,7.98,23.71,168,5.21,0
2024-01-07,NODE_03,7,780,7.98,22.02,182,1.76,1
2024-01-07,NODE_03,7,790,7.55,25.57,172,6.74,0
2024-01-07,NODE_03,7,800,8.11,25.8,123,2.39,1
2024-01-07,NODE_03,7,810,7.88,24.63,172,6.02,0
2024-01-07,NODE_03,7,820,7.85,24.8,145,2.46,1
2024-01-07,NODE_03,7,830,7.91,22.68,185,2.34,1
2024-01-07,NODE_03,7,840,8.08,23.99,175,2.1,1
