date,node_id,day_of_simulation,time_of_day_min,pH,temperature_C,TDS_mgl,DO_mgl,label,anomaly_type
2025-01-13,NODE_02,13,1150,6.41,20.95,178,2.32,1,AC1_DO_only
2025-01-13,NODE_02,13,1160,7.74,28.69,241,4.92,0,normal
2025-01-13,NODE_02,13,1170,6.82,23.33,82,1.38,1,AC1_DO_only
2025-01-13,NODE_02,13,1180,7.43,24.49,215,3.05,1,AC1_DO_only
2025-01-13,NODE_02,13,1190,6.43,25.61,122,4.91,0,normal
2025-01-13,NODE_02,13,1200,7.29,23.43,163,2.55,1,AC1_DO_only
2025-01-13,NODE_02,13,1210,6.95,25.55,82,6.87,0,normal
2025-01-13,NODE_02,13,1220,7.67,25.66,184,5.02,0,normal
2025-01-13,NODE_02,13,1230,5.29,23.27,82,5.41,1,AC1_pH_low_only
2025-01-13,NODE_02,13,1240,6.62,27.69,134,6.3,0,normal
2025-01-13,NODE_02,13,1250,7.52,23.97,99,5.98,0,normal
2025-01-13,NODE_02,13,1260,7.04,24.28,100,4.55,0,normal
2025-01-13,NODE_02,13,1270,8.1,24.39,85,5.58,0,normal
2025-01-13,NODE_02,13,1280,7.66,25.9,82,3.51,1,AC1_DO_only
2025-01-13,NODE_02,13,1290,5.2,24.16,256,2.47,1,AC2_DO_pH
2025-01-13,NODE_02,13,1300,6.45,22.13,299,6.26,0,normal
2025-01-13,NODE_02,13,1310,7.18,23.75,206,2.35,1,AC1_DO_only
2025-01-13,NODE_02,13,1320,7.05,24.75,95,2.57,1,AC1_DO_only
2025-01-13,NODE_02,13,1330,6.76,23.96,198,2.77,1,AC1_DO_only
2025-01-13,NODE_02,13,1340,6.97,23.34,82,5.64,0,normal
2025-01-13,NODE_02,13,1350,7.37,25.91,162,1.2,1,AC1_DO_only
2025-01-13,NODE_02,13,1360,7.31,24.95,82,1.52,1,AC1_DO_only
2025-01-13,NODE_02,13,1370,6.77,25.35,148,1.12,1,AC1_DO_only
2025-01-13,NODE_02,13,1380,5.57,23.1,1234,5.03,1,AC2_pH_TDS
2025-01-13,NODE_02,13,1390,7.53,24.03,97,1.53,1,AC1_DO_only
2025-01-13,NODE_02,13,1400,8.4,30.1,96,1.4,1,AC1_DO_only
2025-01-13,NODE_02,13,1410,5.78,25.75,82,5.2,1,AC1_pH_low_only
2025-01-13,NODE_02,13,1420,7.49,24.4,201,5.94,0,normal
2025-01-13,NODE_02,13,1430,6.45,24.97,723,5.12,0,normal
2025-01-14,NODE_02,14,0,7.71,26.28,82,5.04,0,normal
2025-01-14,NODE_02,14,10,7.75,24.72,172,4.85,0,normal
2025-01-14,NODE_02,14,20,7.8,23.09,136,5.23,0,normal
2025-01-14,NODE_02,14,30,7.61,25.46,202,1.12,1,AC1_DO_only
2025-01-14,NODE_02,14,40,7.9,23.32,85,2.62,1,AC1_DO_only
2025-01-14,NODE_02,14,50,7.74,26.4,82,5.79,0,normal
2025-01-14,NODE_02,14,60,6.97,29.66,100,5.36,0,normal
2025-01-14,NODE_02,14,70,7.11,24.61,82,1.12,1,AC1_DO_only
2025-01-14,NODE_02,14,80,7.69,25.98,148,6.04,0,normal
2025-01-14,NODE_02,14,90,7.87,24.14,189,5.26,0,normal
2025-01-14,NODE_02,14,100,5.2,25.26,156,4.74,1,AC1_pH_low_only
2025-01-14,NODE_02,14,110,7.15,23.79,577,1.45,1,AC1_DO_only
2025-01-14,NODE_02,14,120,8.22,25.18,185,1.12,1,AC1_DO_only
2025-01-14,NODE_02,14,130,7.16,23.23,82,1.58,1,AC1_DO_only
2025-01-14,NODE_02,14,140,7.4,25.41,93,4.88,0,normal
2025-01-14,NODE_02,14,150,7.78,23.58,104,1.12,1,AC1_DO_only
2025-01-14,NODE_02,14,160,8.42,23.58,161,1.54,1,AC1_DO_only
2025-01-14,NODE_02,14,170,6.88,24.29,247,4.78,0,normal
2025-01-14,NODE_02,14,180,8.65,25.43,82,1.66,1,AC2_DO_pH
2025-01-14,NODE_02,14,190,6.94,23.33,331,5.49,0,normal
2025-01-14,NODE_02,14,200,7.23,23.54,298,1.12,1,AC1_DO_only
2025-01-14,NODE_02,14,210,7.43,23.52,1276,2.06,1,AC2_DO_TDS
2025-01-14,NODE_02,14,220,7.69,23.56,182,4.08,0,normal
2025-01-14,NODE_02,14,230,7.19,21.89,82,1.98,1,AC1_DO_only
2025-01-14,NODE_02,14,240,7.56,30.1,761,5.89,0,normal
2025-01-14,NODE_02,14,250,8.36,25.2,108,5.65,0,normal
2025-01-14,NODE_02,14,260,6.93,21.5,82,5.09,0,normal
2025-01-14,NODE_02,14,270,6.97,24.81,1400,5.51,1,AC1_TDS_only
2025-01-14,NODE_02,14,280,7.91,24.72,225,4.46,0,normal
2025-01-14,NODE_02,14,290,7.37,25.21,98,2.5,1,AC1_DO_only
2025-01-14,NODE_02,14,300,6.88,23.35,123,4.74,0,normal
2025-01-14,NODE_02,14,310,8.1,24.36,109,5.47,0,normal
2025-01-14,NODE_02,14,320,7.44,23.05,142,2.2,1,AC1_DO_only
2025-01-14,NODE_02,14,330,6.52,22.17,93,5.29,0,normal
2025-01-14,NODE_02,14,340,7.34,24.47,82,1.63,1,AC1_DO_only
2025-01-14,NODE_02,14,350,7.59,24.91,82,6.49,0,normal
2025-01-14,NODE_02,14,360,7.69,23.28,219,1.65,1,AC1_DO_only
2025-01-14,NODE_02,14,370,8.08,22.43,309,4.14,0,normal
2025-01-14,NODE_02,14,380,7.52,23.37,112,4.96,0,normal
2025-01-14,NODE_02,14,390,8.05,25.48,210,1.12,1,AC1_DO_only
2025-01-14,NODE_02,14,400,8.55,27.84,135,4.2,1,AC1_pH_high_only
2025-01-14,NODE_02,14,410,7.13,24.14,91,4.51,0,normal
2025-01-14,NODE_02,14,420,8.36,23.36,155,1.12,1,AC1_DO_only
2025-01-14,NODE_02,14,430,6.94,23.32,82,4.85,0,normal
2025-01-14,NODE_02,14,440,7.61,24.76,93,2.36,1,AC1_DO_only
2025-01-14,NODE_02,14,450,8.2,23.7,82,1.79,1,AC1_DO_only
2025-01-14,NODE_02,14,460,6.41,24.87,82,2.14,1,AC1_DO_only
2025-01-14,NODE_02,14,470,7.7,25.96,82,3.03,1,AC1_DO_only
2025-01-14,NODE_02,14,480,7.83,25.45,130,5.58,0,normal
2025-01-14,NODE_02,14,490,8.86,24.3,103,6.55,1,AC1_pH_high_only
2025-01-14,NODE_02,14,500,7.87,25.91,159,4.39,0,normal
2025-01-14,NODE_02,14,510,7.27,26.38,152,5.23,0,normal
2025-01-14,NODE_02,14,520,5.2,24.67,299,2.0,1,AC2_DO_pH
2025-01-14,NODE_02,14,530,7.73,25.47,1400,7.32,1,AC1_TDS_only
2025-01-14,NODE_02,14,540,6.11,22.98,168,5.92,0,normal
2025-01-14,NODE_02,14,550,7.93,24.57,258,5.32,0,normal
2025-01-14,NODE_02,14,560,8.31,24.02,122,6.1,0,normal
2025-01-14,NODE_02,14,570,8.57,24.85,82,1.19,1,AC2_DO_pH
2025-01-14,NODE_02,14,580,8.47,27.72,82,1.14,1,AC1_DO_only
2025-01-14,NODE_02,14,590,5.62,24.25,82,2.96,1,AC2_DO_pH
2025-01-14,NODE_02,14,600,7.2,24.34,119,1.28,1,AC1_DO_only
2025-01-14,NODE_02,14,610,5.31,23.52,149,6.23,1,AC1_pH_low_only
2025-01-14,NODE_02,14,620,8.14,20.52,151,7.17,0,normal
2025-01-14,NODE_02,14,630,6.08,24.06,206,5.52,0,normal
2025-01-14,NODE_02,14,640,6.3,25.53,82,1.12,1,AC1_DO_only
2025-01-14,NODE_02,14,650,8.26,24.11,82,1.12,1,AC1_DO_only
2025-01-14,NODE_02,14,660,8.34,27.46,84,4.29,0,normal
2025-01-14,NODE_02,14,670,6.75,22.48,82,2.19,1,AC1_DO_only
2025-01-14,NODE_02,14,680,7.16,25.41,82,5.99,0,normal
2025-01-14,NODE_02,14,690,8.03,24.03,116,6.18,0,normal
2025-01-14,NODE_02,14,700,6.54,23.55,82,4.33,0,normal
2025-01-14,NODE_02,14,710,9.0,25.98,140,4.69,1,AC1_pH_high_only
2025-01-14,NODE_02,14,720,7.57,24.8,103,5.33,0,normal
2025-01-14,NODE_02,14,730,7.95,24.47,117,4.48,0,normal
2025-01-14,NODE_02,14,740,7.58,23.84,276,5.46,0,normal
2025-01-14,NODE_02,14,750,6.98,21.32,93,4.64,0,normal
2025-01-14,NODE_02,14,760,7.02,26.27,135,6.18,0,normal
2025-01-14,NODE_02,14,770,7.85,24.42,82,1.91,1,AC1_DO_only
2025-01-14,NODE_02,14,780,7.59,24.38,141,1.51,1,AC1_DO_only
2025-01-14,NODE_02,14,790,7.33,25.11,157,5.32,0,normal
2025-01-14,NODE_02,14,800,5.81,30.1,82,2.29,1,AC2_DO_pH
2025-01-14,NODE_02,14,810,6.97,24.52,82,4.4,0,normal
2025-01-14,NODE_02,14,820,6.91,24.16,1101,7.32,1,AC1_TDS_only
2025-01-14,NODE_02,14,830,6.85,26.15,82,2.85,1,AC1_DO_only
2025-01-14,NODE_02,14,840,7.95,24.88,82,1.12,1,AC1_DO_only
2025-01-14,NODE_02,14,850,7.36,23.64,82,4.08,0,normal
2025-01-14,NODE_02,14,860,7.01,23.95,106,6.2,0,normal
2025-01-14,NODE_02,14,870,8.62,24.54,273,5.36,1,AC1_pH_high_only
2025-01-14,NODE_02,14,880,7.1,23.29,184,1.12,1,AC1_DO_only
2025-01-14,NODE_02,14,890,7.47,23.23,196,6.51,0,normal
2025-01-14,NODE_02,14,900,6.96,30.08,1017,1.38,1,AC2_DO_TDS
2025-01-14,NODE_02,14,910,5.2,22.35,83,3.26,1,AC2_DO_pH
2025-01-14,NODE_02,14,920,5.2,25.36,189,1.12,1,AC2_DO_pH
2025-01-14,NODE_02,14,930,7.82,23.52,82,3.77,1,AC1_DO_only
2025-01-14,NODE_02,14,940,5.74,24.59,184,5.03,1,AC1_pH_low_only
2025-01-14,NODE_02,14,950,8.24,24.28,82,1.14,1,AC1_DO_only
2025-01-14,NODE_02,14,960,6.78,23.66,82,1.12,1,AC1_DO_only
2025-01-14,NODE_02,14,970,8.47,24.86,141,4.86,0,normal
2025-01-14,NODE_02,14,980,5.2,25.07,160,6.04,1,AC1_pH_low_only
2025-01-14,NODE_02,14,990,7.38,28.63,489,4.59,0,normal
2025-01-14,NODE_02,14,1000,8.12,25.52,82,1.92,1,AC1_DO_only
2025-01-14,NODE_02,14,1010,5.75,25.3,82,3.01,1,AC2_DO_pH
2025-01-14,NODE_02,14,1020,6.47,30.01,82,6.93,0,normal
2025-01-14,NODE_02,14,1030,7.02,24.23,82,2.88,1,AC1_DO_only
2025-01-14,NODE_02,14,1040,6.93,28.6,90,1.12,1,AC1_DO_only
2025-01-14,NODE_02,14,1050,6.63,23.75,82,4.47,0,normal
2025-01-14,NODE_02,14,1060,8.46,24.44,82,2.61,1,AC1_DO_only
2025-01-14,NODE_02,14,1070,8.85,25.36,82,1.94,1,AC2_DO_pH
2025-01-14,NODE_02,14,1080,8.07,26.2,82,5.54,0,normal
2025-01-14,NODE_02,14,1090,7.9,26.16,249,4.91,0,normal
2025-01-14,NODE_02,14,1100,5.2,24.09,470,1.5,1,AC2_DO_pH
2025-01-14,NODE_02,14,1110,6.92,24.8,139,1.12,1,AC1_DO_only
2025-01-14,NODE_02,14,1120,8.87,24.74,205,4.64,1,AC1_pH_high_only
2025-01-14,NODE_02,14,1130,7.56,28.33,1400,4.66,1,AC1_TDS_only
2025-01-14,NODE_02,14,1140,7.21,25.3,82,5.76,0,normal
2025-01-14,NODE_02,14,1150,6.84,23.94,265,3.76,1,AC1_DO_only
2025-01-14,NODE_02,14,1160,5.2,26.57,82,3.28,1,AC2_DO_pH
2025-01-14,NODE_02,14,1170,7.63,25.13,284,2.82,1,AC1_DO_only
2025-01-14,NODE_02,14,1180,7.88,25.16,86,4.6,0,normal
2025-01-14,NODE_02,14,1190,6.9,26.06,113,4.85,0,normal
2025-01-14,NODE_02,14,1200,6.68,24.41,197,6.87,0,normal
2025-01-14,NODE_02,14,1210,5.2,23.69,82,1.12,1,AC2_DO_pH
2025-01-14,NODE_02,14,1220,8.04,24.92,123,6.66,0,normal
2025-01-14,NODE_02,14,1230,7.98,25.68,240,2.76,1,AC1_DO_only
2025-01-14,NODE_02,14,1240,7.89,24.52,126,5.68,0,normal
2025-01-14,NODE_02,14,1250,5.6,28.28,215,5.9,1,AC1_pH_low_only
2025-01-14,NODE_02,14,1260,7.44,23.46,171,4.58,0,normal
2025-01-14,NODE_02,14,1270,7.52,25.42,82,3.06,1,AC1_DO_only
2025-01-14,NODE_02,14,1280,8.38,24.09,105,6.48,0,normal
2025-01-14,NODE_02,14,1290,5.2,28.82,142,5.56,1,AC1_pH_low_only
2025-01-14,NODE_02,14,1300,7.13,23.23,82,5.57,0,normal
2025-01-14,NODE_02,14,1310,7.01,24.21,882,4.79,0,normal
2025-01-14,NODE_02,14,1320,7.86,26.21,82,1.12,1,AC1_DO_only
2025-01-14,NODE_02,14,1330,6.58,24.57,1119,5.23,1,AC1_TDS_only
2025-01-14,NODE_02,14,1340,7.61,23.95,82,6.93,0,normal
2025-01-14,NODE_02,14,1350,7.79,21.99,1015,2.05,1,AC2_DO_TDS
2025-01-14,NODE_02,14,1360,7.73,25.61,281,5.5,0,normal
2025-01-14,NODE_02,14,1370,8.43,25.31,204,2.56,1,AC1_DO_only
2025-01-14,NODE_02,14,1380,7.99,26.25,111,5.46,0,normal
2025-01-14,NODE_02,14,1390,6.4,23.66,134,4.22,0,normal
2025-01-14,NODE_02,14,1400,7.51,24.88,127,1.12,1,AC1_DO_only
2025-01-14,NODE_02,14,1410,7.17,23.67,238,3.11,1,AC1_DO_only
2025-01-14,NODE_02,14,1420,5.2,24.23,82,5.19,1,AC1_pH_low_only
2025-01-14,NODE_02,14,1430,6.96,24.27,140,4.89,0,normal
2025-01-15,NODE_02,15,0,8.87,26.6,82,1.41,1,AC2_DO_pH
2025-01-15,NODE_02,15,10,8.64,25.35,82,3.79,1,AC2_DO_pH
2025-01-15,NODE_02,15,20,8.57,25.55,133,2.71,1,AC2_DO_pH
2025-01-15,NODE_02,15,30,6.82,26.42,82,5.49,0,normal
2025-01-15,NODE_02,15,40,8.64,24.72,122,4.83,1,AC1_pH_high_only
2025-01-15,NODE_02,15,50,7.71,24.59,171,2.53,1,AC1_DO_only
2025-01-15,NODE_02,15,60,7.65,26.37,220,1.17,1,AC1_DO_only
2025-01-15,NODE_02,15,70,7.18,23.42,82,6.87,0,normal
2025-01-15,NODE_02,15,80,7.38,24.31,82,5.73,0,normal
2025-01-15,NODE_02,15,90,8.24,23.27,188,1.12,1,AC1_DO_only
2025-01-15,NODE_02,15,100,8.35,30.1,112,6.3,0,normal
2025-01-15,NODE_02,15,110,8.16,23.3,103,5.07,0,normal
2025-01-15,NODE_02,15,120,5.87,23.72,1400,3.01,1,AC3_DO_pH_TDS
2025-01-15,NODE_02,15,130,8.5,23.18,96,4.69,0,normal
2025-01-15,NODE_02,15,140,7.04,23.98,1333,1.79,1,AC2_DO_TDS
2025-01-15,NODE_02,15,150,8.61,22.32,82,2.51,1,AC2_DO_pH
2025-01-15,NODE_02,15,160,7.49,23.64,276,4.89,0,normal
2025-01-15,NODE_02,15,170,8.64,24.67,84,5.5,1,AC1_pH_high_only
2025-01-15,NODE_02,15,180,8.1,23.93,93,1.34,1,AC1_DO_only
2025-01-15,NODE_02,15,190,8.33,27.76,149,4.27,0,normal
2025-01-15,NODE_02,15,200,6.22,25.16,82,5.0,0,normal
2025-01-15,NODE_02,15,210,7.54,24.28,121,3.3,1,AC1_DO_only
2025-01-15,NODE_02,15,220,7.66,20.51,170,5.27,0,normal
2025-01-15,NODE_02,15,230,8.63,25.16,215,3.47,1,AC2_DO_pH
2025-01-15,NODE_02,15,240,7.63,23.54,105,2.67,1,AC1_DO_only
2025-01-15,NODE_02,15,250,5.2,25.32,148,6.39,1,AC1_pH_low_only
2025-01-15,NODE_02,15,260,7.14,23.95,82,2.29,1,AC1_DO_only
2025-01-15,NODE_02,15,270,7.91,23.84,163,4.97,0,normal
2025-01-15,NODE_02,15,280,7.78,24.25,98,3.88,1,AC1_DO_only
2025-01-15,NODE_02,15,290,7.62,24.86,181,6.6,0,normal
2025-01-15,NODE_02,15,300,7.89,24.98,93,1.12,1,AC1_DO_only
2025-01-15,NODE_02,15,310,6.98,29.71,95,1.69,1,AC1_DO_only
2025-01-15,NODE_02,15,320,8.12,25.02,152,6.6,0,normal
2025-01-15,NODE_02,15,330,7.45,24.8,127,6.61,0,normal
2025-01-15,NODE_02,15,340,7.8,24.46,103,3.45,1,AC1_DO_only
2025-01-15,NODE_02,15,350,5.2,26.36,160,5.22,1,AC1_pH_low_only
2025-01-15,NODE_02,15,360,6.75,24.23,145,1.53,1,AC1_DO_only
2025-01-15,NODE_02,15,370,7.03,24.61,170,5.48,0,normal
2025-01-15,NODE_02,15,380,5.92,24.41,93,1.41,1,AC2_DO_pH
2025-01-15,NODE_02,15,390,7.1,23.98,82,4.88,0,normal
2025-01-15,NODE_02,15,400,5.91,23.58,167,4.92,1,AC1_pH_low_only
2025-01-15,NODE_02,15,410,6.63,23.11,177,5.69,0,normal
2025-01-15,NODE_02,15,420,8.12,24.75,250,5.08,0,normal
2025-01-15,NODE_02,15,430,8.8,25.65,201,4.28,1,AC1_pH_high_only
2025-01-15,NODE_02,15,440,7.32,27.3,187,5.08,0,normal
2025-01-15,NODE_02,15,450,6.5,25.63,113,5.68,0,normal
2025-01-15,NODE_02,15,460,9.0,24.81,108,4.99,1,AC1_pH_high_only
2025-01-15,NODE_02,15,470,8.44,24.68,82,4.14,0,normal
2025-01-15,NODE_02,15,480,7.98,25.84,131,2.65,1,AC1_DO_only
2025-01-15,NODE_02,15,490,7.33,24.91,82,2.76,1,AC1_DO_only
2025-01-15,NODE_02,15,500,7.57,26.76,160,5.32,0,normal
2025-01-15,NODE_02,15,510,8.25,24.81,180,2.09,1,AC1_DO_only
2025-01-15,NODE_02,15,520,7.93,24.47,171,5.06,0,normal
2025-01-15,NODE_02,15,530,7.87,23.28,169,5.7,0,normal
2025-01-15,NODE_02,15,540,7.58,24.43,205,5.57,0,normal
2025-01-15,NODE_02,15,550,7.25,23.05,224,4.52,0,normal
2025-01-15,NODE_02,15,560,7.53,20.71,135,2.12,1,AC1_DO_only
2025-01-15,NODE_02,15,570,8.07,25.99,82,4.9,0,normal
2025-01-15,NODE_02,15,580,6.18,23.12,167,2.67,1,AC1_DO_only
2025-01-15,NODE_02,15,590,7.81,24.49,82,4.72,0,normal
2025-01-15,NODE_02,15,600,6.85,23.92,134,4.61,0,normal
2025-01-15,NODE_02,15,610,7.16,24.48,82,4.78,0,normal
2025-01-15,NODE_02,15,620,6.98,22.51,82,6.26,0,normal
2025-01-15,NODE_02,15,630,8.75,22.9,181,1.66,1,AC2_DO_pH
2025-01-15,NODE_02,15,640,7.26,23.71,694,2.94,1,AC1_DO_only
2025-01-15,NODE_02,15,650,8.28,23.66,178,4.76,0,normal
2025-01-15,NODE_02,15,660,7.61,25.71,82,3.11,1,AC1_DO_only
2025-01-15,NODE_02,15,670,7.38,30.1,82,2.86,1,AC1_DO_only
2025-01-15,NODE_02,15,680,7.31,23.63,1400,4.28,1,AC1_TDS_only
2025-01-15,NODE_02,15,690,7.56,25.72,82,6.0,0,normal
2025-01-15,NODE_02,15,700,8.5,25.97,100,2.54,1,AC1_DO_only
2025-01-15,NODE_02,15,710,7.79,27.4,1001,6.0,1,AC1_TDS_only
2025-01-15,NODE_02,15,720,6.4,25.08,87,3.02,1,AC1_DO_only
2025-01-15,NODE_02,15,730,7.72,26.14,161,1.23,1,AC1_DO_only
2025-01-15,NODE_02,15,740,7.32,23.76,117,7.01,0,normal
2025-01-15,NODE_02,15,750,8.99,24.58,1335,2.89,1,AC3_DO_pH_TDS
2025-01-15,NODE_02,15,760,7.28,25.74,82,4.2,0,normal
2025-01-15,NODE_02,15,770,7.28,23.08,155,3.15,1,AC1_DO_only
2025-01-15,NODE_02,15,780,7.48,24.63,82,1.12,1,AC1_DO_only
2025-01-15,NODE_02,15,790,8.49,23.88,158,1.12,1,AC1_DO_only
2025-01-15,NODE_02,15,800,7.15,29.88,82,5.37,0,normal
2025-01-15,NODE_02,15,810,7.02,25.02,91,1.12,1,AC1_DO_only
2025-01-15,NODE_02,15,820,7.31,24.01,139,5.59,0,normal
2025-01-15,NODE_02,15,830,7.72,22.7,287,2.05,1,AC1_DO_only
2025-01-15,NODE_02,15,840,5.2,23.41,966,7.32,1,AC1_pH_low_only
2025-01-15,NODE_02,15,850,9.0,24.88,147,4.41,1,AC1_pH_high_only
2025-01-15,NODE_02,15,860,8.71,29.41,136,1.12,1,AC2_DO_pH
2025-01-15,NODE_02,15,870,7.28,27.69,82,4.59,0,normal
2025-01-15,NODE_02,15,880,8.7,24.52,1324,5.32,1,AC2_pH_TDS
2025-01-15,NODE_02,15,890,8.34,24.74,107,1.12,1,AC1_DO_only
2025-01-15,NODE_02,15,900,6.91,30.1,163,4.68,0,normal
2025-01-15,NODE_02,15,910,6.64,24.78,238,6.66,0,normal
2025-01-15,NODE_02,15,920,7.6,24.68,82,6.73,0,normal
2025-01-15,NODE_02,15,930,7.91,25.28,158,1.79,1,AC1_DO_only
2025-01-15,NODE_02,15,940,6.55,24.62,82,4.39,0,normal
2025-01-15,NODE_02,15,950,5.2,24.86,82,5.88,1,AC1_pH_low_only
2025-01-15,NODE_02,15,960,7.26,25.66,107,2.9,1,AC1_DO_only
2025-01-15,NODE_02,15,970,8.05,23.57,198,6.57,0,normal
2025-01-15,NODE_02,15,980,8.53,25.16,82,6.73,1,AC1_pH_high_only
2025-01-15,NODE_02,15,990,7.39,23.46,89,4.66,0,normal
2025-01-15,NODE_02,15,1000,7.88,24.54,82,2.17,1,AC1_DO_only
2025-01-15,NODE_02,15,1010,9.0,27.38,82,1.94,1,AC2_DO_pH
2025-01-15,NODE_02,15,1020,6.92,24.12,1378,1.72,1,AC2_DO_TDS
2025-01-15,NODE_02,15,1030,6.77,24.91,739,5.77,0,normal
2025-01-15,NODE_02,15,1040,8.32,25.33,189,1.72,1,AC1_DO_only
2025-01-15,NODE_02,15,1050,7.45,23.55,740,1.59,1,AC1_DO_only
2025-01-15,NODE_02,15,1060,5.2,24.17,82,5.02,1,AC1_pH_low_only
2025-01-15,NODE_02,15,1070,8.09,25.54,150,4.29,0,normal
2025-01-15,NODE_02,15,1080,5.2,22.49,178,2.67,1,AC2_DO_pH
2025-01-15,NODE_02,15,1090,7.26,25.86,112,2.03,1,AC1_DO_only
2025-01-15,NODE_02,15,1100,7.42,24.25,82,6.32,0,normal
2025-01-15,NODE_02,15,1110,8.37,26.15,219,1.12,1,AC1_DO_only
2025-01-15,NODE_02,15,1120,8.71,24.43,103,1.12,1,AC2_DO_pH
2025-01-15,NODE_02,15,1130,7.75,30.1,636,5.0,0,normal
2025-01-15,NODE_02,15,1140,7.25,25.13,82,5.04,0,normal
2025-01-15,NODE_02,15,1150,7.32,24.34,82,5.62,0,normal
2025-01-15,NODE_02,15,1160,5.69,24.91,156,2.56,1,AC2_DO_pH
2025-01-15,NODE_02,15,1170,7.88,24.36,178,4.59,0,normal
2025-01-15,NODE_02,15,1180,7.93,24.16,247,4.86,0,normal
2025-01-15,NODE_02,15,1190,6.8,26.04,860,1.73,1,AC1_DO_only
2025-01-15,NODE_02,15,1200,8.32,24.25,82,5.57,0,normal
2025-01-15,NODE_02,15,1210,6.69,23.15,177,5.15,0,normal
2025-01-15,NODE_02,15,1220,7.49,23.78,135,2.03,1,AC1_DO_only
2025-01-15,NODE_02,15,1230,6.79,25.14,86,5.62,0,normal
2025-01-15,NODE_02,15,1240,8.41,30.1,124,1.63,1,AC1_DO_only
2025-01-15,NODE_02,15,1250,7.71,24.39,82,4.72,0,normal
2025-01-15,NODE_02,15,1260,7.76,23.44,234,2.52,1,AC1_DO_only
2025-01-15,NODE_02,15,1270,5.58,24.37,82,4.86,1,AC1_pH_low_only
2025-01-15,NODE_02,15,1280,7.51,27.29,217,5.64,0,normal
2025-01-15,NODE_02,15,1290,7.31,24.84,82,5.7,0,normal
2025-01-15,NODE_02,15,1300,6.77,23.48,120,3.32,1,AC1_DO_only
2025-01-15,NODE_02,15,1310,7.11,21.74,82,1.66,1,AC1_DO_only
2025-01-15,NODE_02,15,1320,8.01,24.84,152,2.94,1,AC1_DO_only
2025-01-15,NODE_02,15,1330,5.2,24.34,122,4.37,1,AC1_pH_low_only
2025-01-15,NODE_02,15,1340,5.2,23.56,85,6.5,1,AC1_pH_low_only
2025-01-15,NODE_02,15,1350,8.29,25.73,95,6.04,0,normal
2025-01-15,NODE_02,15,1360,7.56,23.75,1400,1.12,1,AC2_DO_TDS
2025-01-15,NODE_02,15,1370,7.63,20.51,99,4.27,0,normal
2025-01-15,NODE_02,15,1380,8.58,25.21,284,2.09,1,AC2_DO_pH
2025-01-15,NODE_02,15,1390,5.22,24.06,82,6.61,1,AC1_pH_low_only
2025-01-15,NODE_02,15,1400,8.52,25.86,82,6.08,1,AC1_pH_high_only
2025-01-15,NODE_02,15,1410,7.99,24.31,136,6.14,0,normal
2025-01-15,NODE_02,15,1420,8.54,25.54,82,5.33,1,AC1_pH_high_only
2025-01-15,NODE_02,15,1430,7.95,24.11,118,4.74,0,normal
2025-01-01,NODE_03,1,0,7.85,22.04,202,5.2,0,normal
2025-01-01,NODE_03,1,10,7.34,24.85,82,5.96,0,normal
2025-01-01,NODE_03,1,20,6.49,23.71,82,4.66,0,normal
2025-01-01,NODE_03,1,30,8.07,25.48,1018,5.74,1,AC1_TDS_only
2025-01-01,NODE_03,1,40,6.55,23.07,871,4.95,0,normal
2025-01-01,NODE_03,1,50,7.65,25.78,82,2.9,1,AC1_DO_only
2025-01-01,NODE_03,1,60,7.39,22.24,82,2.0,1,AC1_DO_only
2025-01-01,NODE_03,1,70,7.72,23.35,716,1.97,1,AC1_DO_only
2025-01-01,NODE_03,1,80,7.96,24.03,88,2.09,1,AC1_DO_only
2025-01-01,NODE_03,1,90,7.13,23.83,1019,1.99,1,AC2_DO_TDS
2025-01-01,NODE_03,1,100,8.37,23.81,82,2.22,1,AC1_DO_only
2025-01-01,NODE_03,1,110,7.47,25.49,82,5.86,0,normal
2025-01-01,NODE_03,1,120,6.56,26.86,174,6.07,0,normal
2025-01-01,NODE_03,1,130,7.72,24.83,268,1.17,1,AC1_DO_only
2025-01-01,NODE_03,1,140,8.13,24.05,136,5.12,0,normal
2025-01-01,NODE_03,1,150,7.56,29.43,145,1.14,1,AC1_DO_only
2025-01-01,NODE_03,1,160,7.07,25.41,82,1.94,1,AC1_DO_only
2025-01-01,NODE_03,1,170,8.06,24.58,976,1.96,1,AC1_DO_only
2025-01-01,NODE_03,1,180,7.89,20.84,82,2.3,1,AC1_DO_only
2025-01-01,NODE_03,1,190,8.03,26.11,120,5.87,0,normal
2025-01-01,NODE_03,1,200,5.2,24.21,228,4.87,1,AC1_pH_low_only
2025-01-01,NODE_03,1,210,6.83,24.97,192,6.81,0,normal
2025-01-01,NODE_03,1,220,5.2,23.26,925,5.43,1,AC1_pH_low_only
2025-01-01,NODE_03,1,230,8.17,24.01,165,4.64,0,normal
2025-01-01,NODE_03,1,240,7.46,23.79,102,4.82,0,normal
2025-01-01,NODE_03,1,250,8.19,25.8,145,6.9,0,normal
2025-01-01,NODE_03,1,260,7.9,23.74,82,1.12,1,AC1_DO_only
2025-01-01,NODE_03,1,270,7.17,24.42,110,1.12,1,AC1_DO_only
2025-01-01,NODE_03,1,280,8.62,29.39,82,1.12,1,AC2_DO_pH
2025-01-01,NODE_03,1,290,7.65,25.43,238,2.45,1,AC1_DO_only
